package,component,fname
ggsci,scale,scale_color_jco
ggsci,scale,scale_color_lancet
ggsci,scale,scale_color_locuszoom
ggsci,scale,scale_color_material
ggsci,scale,scale_color_nejm
ggsci,scale,scale_color_npg
ggsci,scale,scale_color_observable
ggsci,scale,scale_color_primer
ggsci,scale,scale_color_rickandmorty
ggsci,scale,scale_color_simpsons
ggsci,scale,scale_color_startrek
ggsci,scale,scale_color_tron
ggsci,scale,scale_color_tw3
ggsci,scale,scale_color_uchicago
ggsci,scale,scale_color_ucscgb
ggsci,scale,scale_colour_aaas
ggsci,scale,scale_colour_atlassian
ggsci,scale,scale_colour_bmj
ggsci,scale,scale_colour_bs5
ggsci,scale,scale_colour_cosmic
ggsci,scale,scale_colour_d3
ggsci,scale,scale_colour_flatui
ggsci,scale,scale_colour_frontiers
ggsci,scale,scale_colour_futurama
ggsci,scale,scale_colour_gsea
ggsci,scale,scale_colour_igv
ggsci,scale,scale_colour_iterm
ggsci,scale,scale_colour_jama
ggsci,scale,scale_colour_jco
ggsci,scale,scale_colour_lancet
ggsci,scale,scale_colour_locuszoom
ggsci,scale,scale_colour_material
ggsci,scale,scale_colour_nejm
ggsci,scale,scale_colour_npg
ggsci,scale,scale_colour_observable
ggsci,scale,scale_colour_primer
ggsci,scale,scale_colour_rickandmorty
ggsci,scale,scale_colour_simpsons
ggsci,scale,scale_colour_startrek
ggsci,scale,scale_colour_tron
ggsci,scale,scale_colour_tw3
ggsci,scale,scale_colour_uchicago
ggsci,scale,scale_colour_ucscgb
ggsci,scale,scale_fill_aaas
ggsci,scale,scale_fill_atlassian
ggsci,scale,scale_fill_bmj
ggsci,scale,scale_fill_bs5
ggsci,scale,scale_fill_cosmic
ggsci,scale,scale_fill_d3
ggsci,scale,scale_fill_flatui
ggsci,scale,scale_fill_frontiers
ggsci,scale,scale_fill_futurama
ggsci,scale,scale_fill_gsea
ggsci,scale,scale_fill_igv
ggsci,scale,scale_fill_iterm
ggsci,scale,scale_fill_jama
ggsci,scale,scale_fill_jco
ggsci,scale,scale_fill_lancet
ggsci,scale,scale_fill_locuszoom
ggsci,scale,scale_fill_material
ggsci,scale,scale_fill_nejm
ggsci,scale,scale_fill_npg
ggsci,scale,scale_fill_observable
ggsci,scale,scale_fill_primer
ggsci,scale,scale_fill_rickandmorty
ggsci,scale,scale_fill_simpsons
ggsci,scale,scale_fill_startrek
ggsci,scale,scale_fill_tron
ggsci,scale,scale_fill_tw3
ggsci,scale,scale_fill_uchicago
ggsci,scale,scale_fill_ucscgb
ggseg,geom,geom_brain
ggseg,scale,scale_brain
ggseg,scale,scale_brain2
ggseg,scale,scale_color_brain
ggseg,scale,scale_color_brain2
ggseg,scale,scale_colour_brain
ggseg,scale,scale_colour_brain2
ggseg,scale,scale_continous_brain
ggseg,scale,scale_fill_brain
ggseg,scale,scale_fill_brain2
ggseg,scale,scale_labs_brain
ggseg,scale,scale_x_brain
ggseg,scale,scale_y_brain
ggseg,theme,theme_brain
ggseg,theme,theme_brain2
ggseg,theme,theme_custombrain
ggseg,theme,theme_darkbrain
ggseg,position,position_brain
ggseqlogo,geom,geom_logo
ggseqlogo,theme,theme_logo
ggshadow,geom,geom_glowline
ggshadow,geom,geom_glowpath
ggshadow,geom,geom_glowpoint
ggshadow,geom,geom_glowstep
ggshadow,geom,geom_shadowline
ggshadow,geom,geom_shadowpath
ggshadow,geom,geom_shadowpoint
ggshadow,geom,geom_shadowstep
ggshadow,scale,scale_shadowcolour_binned
ggshadow,scale,scale_shadowcolour_brewer
ggshadow,scale,scale_shadowcolour_continuous
ggshadow,scale,scale_shadowcolour_date
ggshadow,scale,scale_shadowcolour_datetime
ggshadow,scale,scale_shadowcolour_discrete
ggshadow,scale,scale_shadowcolour_distiller
ggshadow,scale,scale_shadowcolour_gradient
ggshadow,scale,scale_shadowcolour_gradient2
ggshadow,scale,scale_shadowcolour_gradientn
ggshadow,scale,scale_shadowcolour_grey
ggshadow,scale,scale_shadowcolour_hue
ggshadow,scale,scale_shadowcolour_identity
ggshadow,scale,scale_shadowcolour_manual
ggshadow,scale,scale_shadowcolour_ordinal
ggshadow,scale,scale_shadowcolour_steps
ggshadow,scale,scale_shadowcolour_steps2
ggshadow,scale,scale_shadowcolour_stepsn
ggshadow,scale,scale_shadowcolour_viridis_b
ggshadow,scale,scale_shadowcolour_viridis_c
ggshadow,scale,scale_shadowcolour_viridis_d
ggside,geom,geom_xsideabline
ggside,geom,geom_xsidebar
ggside,geom,geom_xsideboxplot
ggside,geom,geom_xsidecol
ggside,geom,geom_xsidedensity
ggside,geom,geom_xsidefreqpoly
ggside,geom,geom_xsidefunction
ggside,geom,geom_xsidehistogram
ggside,geom,geom_xsidehline
ggside,geom,geom_xsidelabel
ggside,geom,geom_xsideline
ggside,geom,geom_xsidepath
ggside,geom,geom_xsidepoint
ggside,geom,geom_xsidesegment
ggside,geom,geom_xsidetext
ggside,geom,geom_xsidetile
ggside,geom,geom_xsideviolin
ggside,geom,geom_xsidevline
ggside,geom,geom_ysideabline
ggside,geom,geom_ysidebar
ggside,geom,geom_ysideboxplot
ggside,geom,geom_ysidecol
ggside,geom,geom_ysidedensity
ggside,geom,geom_ysidefreqpoly
ggside,geom,geom_ysidefunction
ggside,geom,geom_ysidehistogram
ggside,geom,geom_ysidehline
ggside,geom,geom_ysidelabel
ggside,geom,geom_ysideline
ggside,geom,geom_ysidepath
ggside,geom,geom_ysidepoint
ggside,geom,geom_ysidesegment
ggside,geom,geom_ysidetext
ggside,geom,geom_ysidetile
ggside,geom,geom_ysideviolin
ggside,geom,geom_ysidevline
ggside,stat,stat_summarise
ggside,stat,stat_summarize
ggside,stat,stat_xsidefunction
ggside,stat,stat_ysidefunction
ggside,scale,scale_xcolor_continuous
ggside,scale,scale_xcolor_discrete
ggside,scale,scale_xcolor_gradientn
ggside,scale,scale_xcolor_manual
ggside,scale,scale_xcolour_continuous
ggside,scale,scale_xcolour_discrete
ggside,scale,scale_xcolour_gradient
ggside,scale,scale_xcolour_gradientn
ggside,scale,scale_xcolour_hue
ggside,scale,scale_xcolour_manual
ggside,scale,scale_xfill_continuous
ggside,scale,scale_xfill_discrete
ggside,scale,scale_xfill_gradient
ggside,scale,scale_xfill_gradientn
ggside,scale,scale_xfill_hue
ggside,scale,scale_xfill_manual
ggside,scale,scale_xsidey_binned
ggside,scale,scale_xsidey_continuous
ggside,scale,scale_xsidey_discrete
ggside,scale,scale_xsidey_log10
ggside,scale,scale_xsidey_reverse
ggside,scale,scale_xsidey_sqrt
ggside,scale,scale_ycolor_continuous
ggside,scale,scale_ycolor_discrete
ggside,scale,scale_ycolor_gradientn
ggside,scale,scale_ycolor_manual
ggside,scale,scale_ycolour_continuous
ggside,scale,scale_ycolour_discrete
ggside,scale,scale_ycolour_gradient
ggside,scale,scale_ycolour_gradientn
ggside,scale,scale_ycolour_hue
ggside,scale,scale_ycolour_manual
ggside,scale,scale_yfill_continuous
ggside,scale,scale_yfill_discrete
ggside,scale,scale_yfill_gradient
ggside,scale,scale_yfill_gradientn
ggside,scale,scale_yfill_hue
ggside,scale,scale_yfill_manual
ggside,scale,scale_ysidex_binned
ggside,scale,scale_ysidex_continuous
ggside,scale,scale_ysidex_discrete
ggside,scale,scale_ysidex_log10
ggside,scale,scale_ysidex_reverse
ggside,scale,scale_ysidex_sqrt
ggside,theme,theme_ggside_bw
ggside,theme,theme_ggside_classic
ggside,theme,theme_ggside_dark
ggside,theme,theme_ggside_gray
ggside,theme,theme_ggside_grey
ggside,theme,theme_ggside_light
ggside,theme,theme_ggside_linedraw
ggside,theme,theme_ggside_minimal
ggside,theme,theme_ggside_void
ggside,position,position_rescale
ggside,position,position_xrescale
ggside,position,position_yrescale
ggsignif,geom,geom_signif
ggsignif,stat,stat_signif
ggsoccer,theme,theme_pitch
ggsolvencyii,geom,geom_sii_riskconnection
ggsolvencyii,geom,geom_sii_riskoutline
ggsolvencyii,geom,geom_sii_risksurface
ggsom,geom,geom_class
ggspark,stat,stat_interquartilerange
ggspark,stat,stat_sparklabels
ggspatial,geom,geom_polypath
ggspatial,geom,geom_sf
ggspatial,geom,geom_spatial_label
ggspatial,geom,geom_spatial_label_repel
ggspatial,geom,geom_spatial_path
ggspatial,geom,geom_spatial_point
ggspatial,geom,geom_spatial_polygon
ggspatial,geom,geom_spatial_rect
ggspatial,geom,geom_spatial_segment
ggspatial,geom,geom_spatial_text
ggspatial,geom,geom_spatial_text_repel
ggspatial,geom,geom_spatial_tile
ggspatial,stat,stat_spatial_identity
ggspatial,coord,coord_sf
ggspectra,geom,geom_spct
ggspectra,stat,stat_color
ggspectra,stat,stat_find_qtys
ggspectra,stat,stat_find_wls
ggspectra,stat,stat_label_peaks
ggspectra,stat,stat_label_valleys
ggspectra,stat,stat_peaks
ggspectra,stat,stat_spikes
ggspectra,stat,stat_valleys
ggspectra,stat,stat_wb_box
ggspectra,stat,stat_wb_column
ggspectra,stat,stat_wb_contribution
ggspectra,stat,stat_wb_e_irrad
ggspectra,stat,stat_wb_e_sirrad
ggspectra,stat,stat_wb_hbar
ggspectra,stat,stat_wb_irrad
ggspectra,stat,stat_wb_label
ggspectra,stat,stat_wb_mean
ggspectra,stat,stat_wb_q_irrad
ggspectra,stat,stat_wb_q_sirrad
ggspectra,stat,stat_wb_relative
ggspectra,stat,stat_wb_sirrad
ggspectra,stat,stat_wb_total
ggspectra,stat,stat_wl_strip
ggspectra,stat,stat_wl_summary
ggspectra,scale,scale_x_energy_J_continuous
ggspectra,scale,scale_x_energy_eV_continuous
ggspectra,scale,scale_x_frequency_continuous
ggspectra,scale,scale_x_wavenumber_continuous
ggspectra,scale,scale_x_wl_continuous
ggspectra,scale,scale_y_A_continuous
ggspectra,scale,scale_y_A_internal_continuous
ggspectra,scale,scale_y_A_total_continuous
ggspectra,scale,scale_y_Afr_continuous
ggspectra,scale,scale_y_Rfr_continuous
ggspectra,scale,scale_y_Rfr_specular_continuous
ggspectra,scale,scale_y_Rfr_total_continuous
ggspectra,scale,scale_y_Tfr_continuous
ggspectra,scale,scale_y_Tfr_internal_continuous
ggspectra,scale,scale_y_Tfr_total_continuous
ggspectra,scale,scale_y_counts_continuous
ggspectra,scale,scale_y_counts_tg_continuous
ggspectra,scale,scale_y_cps_continuous
ggspectra,scale,scale_y_multipliers_continuous
ggspectra,scale,scale_y_s.e.action_continuous
ggspectra,scale,scale_y_s.e.irrad_continuous
ggspectra,scale,scale_y_s.e.irrad_log10
ggspectra,scale,scale_y_s.e.response_continuous
ggspectra,scale,scale_y_s.q.action_continuous
ggspectra,scale,scale_y_s.q.irrad_continuous
ggspectra,scale,scale_y_s.q.irrad_log10
ggspectra,scale,scale_y_s.q.response_continuous
ggstackplot,theme,theme_stackplot
ggstance,geom,geom_barh
ggstance,geom,geom_boxploth
ggstance,geom,geom_colh
ggstance,geom,geom_crossbarh
ggstance,geom,geom_errorbarh
ggstance,geom,geom_histogramh
ggstance,geom,geom_linerangeh
ggstance,geom,geom_pointrangeh
ggstance,geom,geom_violinh
ggstance,stat,stat_binh
ggstance,stat,stat_boxploth
ggstance,stat,stat_counth
ggstance,stat,stat_summaryh
ggstance,stat,stat_xdensity
ggstance,position,position_dodge2v
ggstance,position,position_dodgev
ggstance,position,position_fillv
ggstance,position,position_jitterdodgev
ggstance,position,position_stackv
ggstar,geom,geom_star
ggstar,geom,geom_star_interactive
ggstar,scale,scale_angle_manual
ggstar,scale,scale_starshape
ggstar,scale,scale_starshape_continuous
ggstar,scale,scale_starshape_discrete
ggstar,scale,scale_starshape_discrete_interactive
ggstar,scale,scale_starshape_identity
ggstar,scale,scale_starshape_interactive
ggstar,scale,scale_starshape_manual
ggstar,scale,scale_starshape_manual_interactive
ggstar,scale,scale_starshape_ordinal
ggstats,geom,geom_bar_connector
ggstats,geom,geom_connector
ggstats,geom,geom_diverging
ggstats,geom,geom_diverging_text
ggstats,geom,geom_likert
ggstats,geom,geom_likert_text
ggstats,geom,geom_prop_bar
ggstats,geom,geom_prop_connector
ggstats,geom,geom_prop_text
ggstats,geom,geom_pyramid
ggstats,geom,geom_pyramid_text
ggstats,geom,geom_stripped_cols
ggstats,geom,geom_stripped_rows
ggstats,stat,stat_cross
ggstats,stat,stat_prop
ggstats,stat,stat_weighted_mean
ggstats,scale,scale_colour_extended
ggstats,scale,scale_fill_extended
ggstats,scale,scale_fill_likert
ggstats,position,position_diverging
ggstats,position,position_likert
ggstatsplot,theme,theme_ggstatsplot
ggstudent,geom,geom_student
ggsurveillance,geom,geom_area_diverging
ggsurveillance,geom,geom_bar_diverging
ggsurveillance,geom,geom_col_range
ggsurveillance,geom,geom_epicurve
ggsurveillance,geom,geom_epicurve_point
ggsurveillance,geom,geom_epicurve_text
ggsurveillance,geom,geom_epigantt
ggsurveillance,geom,geom_hline_year
ggsurveillance,geom,geom_label_last_value
ggsurveillance,geom,geom_label_last_value_repel
ggsurveillance,geom,geom_text_last_value
ggsurveillance,geom,geom_text_last_value_repel
ggsurveillance,geom,geom_vline_year
ggsurveillance,stat,stat_bin_date
ggsurveillance,stat,stat_date_count
ggsurveillance,stat,stat_diverging
ggsurveillance,stat,stat_last_value
ggsurveillance,scale,scale_x_cases_5er
ggsurveillance,scale,scale_x_continuous_diverging
ggsurveillance,scale,scale_x_discrete_reverse
ggsurveillance,scale,scale_y_cases_5er
ggsurveillance,scale,scale_y_continuous_diverging
ggsurveillance,scale,scale_y_discrete_reverse
ggsurveillance,theme,theme_mod_disable_legend
ggsurveillance,theme,theme_mod_legend_bottom
ggsurveillance,theme,theme_mod_legend_left
ggsurveillance,theme,theme_mod_legend_position
ggsurveillance,theme,theme_mod_legend_right
ggsurveillance,theme,theme_mod_legend_top
ggsurveillance,theme,theme_mod_remove_legend_title
ggsurveillance,theme,theme_mod_remove_minor_grid
ggsurveillance,theme,theme_mod_remove_minor_grid_x
ggsurveillance,theme,theme_mod_remove_minor_grid_y
ggsurveillance,theme,theme_mod_remove_panel_grid
ggsurveillance,theme,theme_mod_rotate_x_axis_labels
ggsurveillance,theme,theme_mod_rotate_x_axis_labels_30
ggsurveillance,theme,theme_mod_rotate_x_axis_labels_45
ggsurveillance,theme,theme_mod_rotate_x_axis_labels_60
ggsurveillance,theme,theme_mod_rotate_x_axis_labels_90
ggsurveillance,theme,theme_mod_rotate_y_axis_labels
ggsurveillance,guide,guide_axis_nested_date
ggsurvfit,stat,stat_stepribbon
ggsurvfit,scale,scale_ggsurvfit
ggsurvfit,theme,theme_ggsurvfit_KMunicate
ggsurvfit,theme,theme_ggsurvfit_default
ggsurvfit,theme,theme_risktable_boxed
ggsurvfit,theme,theme_risktable_default
ggswissmaps,theme,theme_white_f
ggtangle,geom,geom_cnet_label
ggtangle,geom,geom_edge
ggtangle,geom,geom_edge_interactive
ggtangle,geom,geom_edge_text
ggtangle,geom,geom_edge_text_interactive
ggtangle,geom,geom_label
ggtangle,geom,geom_point
ggtangle,geom,geom_segment
ggtangle,geom,geom_text
ggtea,scale,scale_color_apricot_c
ggtea,scale,scale_color_apricot_d
ggtea,scale,scale_color_matcha_c
ggtea,scale,scale_color_matcha_d
ggtea,scale,scale_fill_apricot_c
ggtea,scale,scale_fill_apricot_d
ggtea,scale,scale_fill_matcha_c
ggtea,scale,scale_fill_matcha_d
ggtea,theme,theme_apricot
ggtea,theme,theme_matcha
ggtern,geom,geom_Lisoprop
ggtern,geom,geom_Lline
ggtern,geom,geom_Lmark
ggtern,geom,geom_Risoprop
ggtern,geom,geom_Rline
ggtern,geom,geom_Rmark
ggtern,geom,geom_Tisoprop
ggtern,geom,geom_Tline
ggtern,geom,geom_Tmark
ggtern,geom,geom_confidence
ggtern,geom,geom_confidence_tern
ggtern,geom,geom_crosshair_tern
ggtern,geom,geom_density_tern
ggtern,geom,geom_errorbarL
ggtern,geom,geom_errorbarR
ggtern,geom,geom_errorbarT
ggtern,geom,geom_hex_tern
ggtern,geom,geom_interpolate_tern
ggtern,geom,geom_label_viewport
ggtern,geom,geom_mask
ggtern,geom,geom_mean_ellipse
ggtern,geom,geom_point_swap
ggtern,geom,geom_polygon_closed
ggtern,geom,geom_smooth_tern
ggtern,geom,geom_text_viewport
ggtern,geom,geom_tri_tern
ggtern,stat,stat_confidence
ggtern,stat,stat_confidence_tern
ggtern,stat,stat_density_tern
ggtern,stat,stat_hex_tern
ggtern,stat,stat_interpolate_tern
ggtern,stat,stat_mean_ellipse
ggtern,stat,stat_smooth_tern
ggtern,stat,stat_tri_tern
ggtern,scale,scale_L_continuous
ggtern,scale,scale_R_continuous
ggtern,scale,scale_T_continuous
ggtern,coord,coord_tern
ggtern,theme,theme_anticlockwise
ggtern,theme,theme_arrowbaseline
ggtern,theme,theme_arrowcustomlength
ggtern,theme,theme_arrowdefault
ggtern,theme,theme_arrowlarge
ggtern,theme,theme_arrowlength
ggtern,theme,theme_arrowlong
ggtern,theme,theme_arrownormal
ggtern,theme,theme_arrowshort
ggtern,theme,theme_arrowsmall
ggtern,theme,theme_bluedark
ggtern,theme,theme_bluelight
ggtern,theme,theme_bordersonbottom
ggtern,theme,theme_bordersontop
ggtern,theme,theme_bvbg
ggtern,theme,theme_bvbw
ggtern,theme,theme_bw
ggtern,theme,theme_classic
ggtern,theme,theme_clockwise
ggtern,theme,theme_counterclockwise
ggtern,theme,theme_custom
ggtern,theme,theme_dark
ggtern,theme,theme_darker
ggtern,theme,theme_ggtern
ggtern,theme,theme_gray
ggtern,theme,theme_gridsonbottom
ggtern,theme,theme_gridsontop
ggtern,theme,theme_hidearrows
ggtern,theme,theme_hidegrid
ggtern,theme,theme_hidegrid_major
ggtern,theme,theme_hidegrid_minor
ggtern,theme,theme_hidelabels
ggtern,theme,theme_hidelatex
ggtern,theme,theme_hidemask
ggtern,theme,theme_hideprimary
ggtern,theme,theme_hidesecondary
ggtern,theme,theme_hideticks
ggtern,theme,theme_hidetitles
ggtern,theme,theme_latex
ggtern,theme,theme_legend_position
ggtern,theme,theme_light
ggtern,theme,theme_linedraw
ggtern,theme,theme_matrix
ggtern,theme,theme_mesh
ggtern,theme,theme_minimal
ggtern,theme,theme_noarrows
ggtern,theme,theme_nogrid
ggtern,theme,theme_nogrid_major
ggtern,theme,theme_nogrid_minor
ggtern,theme,theme_nolabels
ggtern,theme,theme_nolatex
ggtern,theme,theme_nomask
ggtern,theme,theme_noprimary
ggtern,theme,theme_nosecondary
ggtern,theme,theme_noticks
ggtern,theme,theme_notitles
ggtern,theme,theme_novar_tern
ggtern,theme,theme_rgbg
ggtern,theme,theme_rgbw
ggtern,theme,theme_rotate
ggtern,theme,theme_showarrows
ggtern,theme,theme_showgrid
ggtern,theme,theme_showgrid_major
ggtern,theme,theme_showgrid_minor
ggtern,theme,theme_showlabels
ggtern,theme,theme_showlatex
ggtern,theme,theme_showmask
ggtern,theme,theme_showprimary
ggtern,theme,theme_showsecondary
ggtern,theme,theme_showticks
ggtern,theme,theme_showtitles
ggtern,theme,theme_tern_nogrid
ggtern,theme,theme_tern_nogrid_major
ggtern,theme,theme_tern_nogrid_minor
ggtern,theme,theme_ticklength
ggtern,theme,theme_ticklength_major
ggtern,theme,theme_ticklength_minor
ggtern,theme,theme_ticksinside
ggtern,theme,theme_ticksoutside
ggtern,theme,theme_tropical
ggtern,theme,theme_void
ggtern,theme,theme_zoom_L
ggtern,theme,theme_zoom_M
ggtern,theme,theme_zoom_R
ggtern,theme,theme_zoom_T
ggtern,theme,theme_zoom_center
ggtern,position,position_jitter_tern
ggtern,position,position_nudge_tern
ggtext,geom,geom_richtext
ggtext,geom,geom_textbox
ggthemes,geom,geom_rangeframe
ggthemes,geom,geom_tufteboxplot
ggthemes,stat,stat_fivenumber
ggthemes,scale,scale_color_calc
ggthemes,scale,scale_color_canva
ggthemes,scale,scale_color_colorblind
ggthemes,scale,scale_color_continuous_tableau
ggthemes,scale,scale_color_economist
ggthemes,scale,scale_color_excel
ggthemes,scale,scale_color_excel_new
ggthemes,scale,scale_color_few
ggthemes,scale,scale_color_fivethirtyeight
ggthemes,scale,scale_color_gdocs
ggthemes,scale,scale_color_gradient2_tableau
ggthemes,scale,scale_color_gradient_tableau
ggthemes,scale,scale_color_hc
ggthemes,scale,scale_color_pander
ggthemes,scale,scale_color_ptol
ggthemes,scale,scale_color_solarized
ggthemes,scale,scale_color_stata
ggthemes,scale,scale_color_tableau
ggthemes,scale,scale_color_wsj
ggthemes,scale,scale_colour_calc
ggthemes,scale,scale_colour_canva
ggthemes,scale,scale_colour_colorblind
ggthemes,scale,scale_colour_colourblind
ggthemes,scale,scale_colour_economist
ggthemes,scale,scale_colour_excel
ggthemes,scale,scale_colour_excel_new
ggthemes,scale,scale_colour_few
ggthemes,scale,scale_colour_fivethirtyeight
ggthemes,scale,scale_colour_gdocs
ggthemes,scale,scale_colour_gradient2_tableau
ggthemes,scale,scale_colour_gradient_tableau
ggthemes,scale,scale_colour_hc
ggthemes,scale,scale_colour_pander
ggthemes,scale,scale_colour_ptol
ggthemes,scale,scale_colour_solarized
ggthemes,scale,scale_colour_stata
ggthemes,scale,scale_colour_tableau
ggthemes,scale,scale_colour_wsj
ggthemes,scale,scale_fill_calc
ggthemes,scale,scale_fill_canva
ggthemes,scale,scale_fill_colorblind
ggthemes,scale,scale_fill_colourblind
ggthemes,scale,scale_fill_continuous_tableau
ggthemes,scale,scale_fill_economist
ggthemes,scale,scale_fill_excel
ggthemes,scale,scale_fill_excel_new
ggthemes,scale,scale_fill_few
ggthemes,scale,scale_fill_fivethirtyeight
ggthemes,scale,scale_fill_gdocs
ggthemes,scale,scale_fill_gradient2_tableau
ggthemes,scale,scale_fill_gradient_tableau
ggthemes,scale,scale_fill_hc
ggthemes,scale,scale_fill_pander
ggthemes,scale,scale_fill_ptol
ggthemes,scale,scale_fill_solarized
ggthemes,scale,scale_fill_stata
ggthemes,scale,scale_fill_tableau
ggthemes,scale,scale_fill_wsj
ggthemes,scale,scale_linetype_stata
ggthemes,scale,scale_shape_calc
ggthemes,scale,scale_shape_circlefill
ggthemes,scale,scale_shape_cleveland
ggthemes,scale,scale_shape_few
ggthemes,scale,scale_shape_stata
ggthemes,scale,scale_shape_tableau
ggthemes,scale,scale_shape_tremmel
ggthemes,theme,theme_base
ggthemes,theme,theme_calc
ggthemes,theme,theme_clean
ggthemes,theme,theme_economist
ggthemes,theme,theme_economist_white
ggthemes,theme,theme_excel
ggthemes,theme,theme_excel_new
ggthemes,theme,theme_few
ggthemes,theme,theme_fivethirtyeight
ggthemes,theme,theme_foundation
ggthemes,theme,theme_gdocs
ggthemes,theme,theme_hc
ggthemes,theme,theme_igray
ggthemes,theme,theme_map
ggthemes,theme,theme_pander
ggthemes,theme,theme_par
ggthemes,theme,theme_solarized
ggthemes,theme,theme_solarized_2
ggthemes,theme,theme_solid
ggthemes,theme,theme_stata
ggthemes,theme,theme_tufte
ggthemes,theme,theme_wsj
ggthemeUL,scale,scale_color_ul
ggthemeUL,scale,scale_fill_ul
ggthemeUL,theme,theme_ul
ggTimeSeries,stat,stat_calendar_heatmap
ggTimeSeries,stat,stat_horizon
ggTimeSeries,stat,stat_marimekko
ggTimeSeries,stat,stat_occurrence
ggTimeSeries,stat,stat_steamgraph
ggTimeSeries,stat,stat_waterfall
ggtrace,geom,geom_line_trace
ggtrace,geom,geom_path_trace
ggtrace,geom,geom_point_trace
ggtrace,geom,geom_step_trace
ggtreebar,geom,geom_treebar
ggtreebar,geom,geom_treebar_subgroup2_border
ggtreebar,geom,geom_treebar_subgroup2_text
ggtreebar,geom,geom_treebar_subgroup3_border
ggtreebar,geom,geom_treebar_subgroup3_text
ggtreebar,geom,geom_treebar_subgroup_border
ggtreebar,geom,geom_treebar_subgroup_text
ggtreebar,geom,geom_treecol
ggtreebar,geom,geom_treecol_subgroup2_border
ggtreebar,geom,geom_treecol_subgroup2_text
ggtreebar,geom,geom_treecol_subgroup3_border
ggtreebar,geom,geom_treecol_subgroup3_text
ggtreebar,geom,geom_treecol_subgroup_border
ggtreebar,geom,geom_treecol_subgroup_text
ggtrendline,stat,stat_eq
ggtrendline,stat,stat_rrp
ggtricks,geom,geom_donut
ggtricks,geom,geom_donut_slice
ggtricks,geom,geom_pie
ggtricks,geom,geom_series_circles
ggtricks,geom,geom_series_text
ggtricks,geom,geom_slice
ggtricks,stat,stat_donut
ggtricks,stat,stat_donut_slice
ggtricks,stat,stat_pie
ggtricks,stat,stat_series_circles
ggtricks,stat,stat_series_text
ggtricks,stat,stat_slice
ggupset,scale,scale_x_mergelist
ggupset,scale,scale_x_upset
ggupset,theme,theme_combmatrix
ggvenn,geom,geom_venn
ggvfields,geom,geom_gradient_field
ggvfields,geom,geom_gradient_field2
ggvfields,geom,geom_gradient_smooth
ggvfields,geom,geom_potential
ggvfields,geom,geom_stream
ggvfields,geom,geom_stream_field
ggvfields,geom,geom_stream_field2
ggvfields,geom,geom_stream_smooth
ggvfields,geom,geom_vector
ggvfields,geom,geom_vector2
ggvfields,geom,geom_vector_field
ggvfields,geom,geom_vector_field2
ggvfields,geom,geom_vector_smooth
ggvfields,stat,stat_gradient_field
ggvfields,stat,stat_gradient_field2
ggvfields,stat,stat_gradient_smooth
ggvfields,stat,stat_potential
ggvfields,stat,stat_stream
ggvfields,stat,stat_stream_field
ggvfields,stat,stat_stream_field2
ggvfields,stat,stat_stream_smooth
ggvfields,stat,stat_vector
ggvfields,stat,stat_vector2
ggvfields,stat,stat_vector_field
ggvfields,stat,stat_vector_field2
ggvfields,scale,scale_length_continuous
ggwordcloud,geom,geom_text_wordcloud
ggwordcloud,geom,geom_text_wordcloud_area
grafify,scale,scale_color_grafify
grafify,scale,scale_colour_grafify
grafify,scale,scale_fill_grafify
grafify,theme,theme_grafify
grainscape,theme,theme_grainscape
graphonmix,scale,scale_graphon
gratia,scale,scale_fill_partial_effect
guideR,scale,scale_color_safe
guideR,scale,scale_colour_safe
guideR,scale,scale_fill_safe
guideR,theme,theme_gtsummary_bold_labels
guideR,theme,theme_gtsummary_fisher_simulate_p
guideR,theme,theme_gtsummary_prop_n
guideR,theme,theme_gtsummary_unweighted_n
halfmoon,geom,geom_ecdf
halfmoon,geom,geom_love
halfmoon,geom,geom_mirror_histogram
hdnom,theme,theme_hdnom
heatwaveR,geom,geom_flame
heatwaveR,geom,geom_lolli
hexSticker,geom,geom_hexagon
hexSticker,geom,geom_pkgname
hexSticker,geom,geom_subview
hexSticker,geom,geom_url
hexSticker,theme,theme_sticker
hexSticker,theme,theme_transparent
hmsidwR,theme,theme_hmsid
IBLM,theme,theme_iblm
iheiddown,theme,theme_iheid
incidence,scale,scale_x_incidence
industRial,theme,theme_industRial
industRial,theme,theme_qcc
intervalpsych,theme,theme_icm
invivoPKfit,stat,stat_error_model
invivoPKfit,stat,stat_loq_group
invivoPKfit,stat,stat_nca_group
invivoPKfit,stat,stat_sd_group
invivoPKfit,scale,scale_conc
invivoPKfit,facet,facet_data
ipeaplot,scale,scale_color_ipea
ipeaplot,scale,scale_fill_ipea
ipeaplot,theme,theme_ipea
IPV,facet,facet_chart
ivolcano,geom,geom_ivolcano_gene
ivolcano,geom,geom_ivolcano_line
ivolcano,scale,scale_color_figureya
jcolors,scale,scale_color_jcolors
jcolors,scale,scale_color_jcolors_contin
jcolors,scale,scale_colour_jcolors
jcolors,scale,scale_colour_jcolors_contin
jcolors,scale,scale_fill_jcolors
jcolors,scale,scale_fill_jcolors_contin
jcolors,theme,theme_dark_bg
jcolors,theme,theme_light_bg
jmastats,scale,scale_color_jma_absolute
jmastats,scale,scale_color_jma_relative
jmastats,scale,scale_fill_jma_absolute
jmastats,scale,scale_fill_jma_relative
jtools,scale,scale_lm
jtools,scale,scale_mod
jtools,theme,theme_apa
jtools,theme,theme_nice
