package,component,fname
ggetho,scale,scale_y_days
ggetho,scale,scale_y_hours
ggetho,scale,scale_y_seconds
ggfacto,theme,theme_facto
ggfields,geom,geom_fields
ggfields,stat,stat_fields
ggfields,scale,scale_radius_binned
ggfields,scale,scale_radius_continuous
ggfields,scale,scale_radius_discrete
ggFishPlots,theme,theme_fishplots
ggfittext,geom,geom_bar_text
ggfittext,geom,geom_fit_text
ggfocus,scale,scale_alpha_focus
ggfocus,scale,scale_color_focus
ggfocus,scale,scale_colour_focus
ggfocus,scale,scale_fill_focus
ggfocus,scale,scale_linetype_focus
ggfocus,scale,scale_shape_focus
ggfocus,scale,scale_size_focus
ggforce,geom,geom_arc
ggforce,geom,geom_arc0
ggforce,geom,geom_arc2
ggforce,geom,geom_arc_bar
ggforce,geom,geom_autodensity
ggforce,geom,geom_autohistogram
ggforce,geom,geom_autopoint
ggforce,geom,geom_bezier
ggforce,geom,geom_bezier0
ggforce,geom,geom_bezier2
ggforce,geom,geom_bspline
ggforce,geom,geom_bspline0
ggforce,geom,geom_bspline2
ggforce,geom,geom_bspline_closed
ggforce,geom,geom_bspline_closed0
ggforce,geom,geom_circle
ggforce,geom,geom_delaunay_segment
ggforce,geom,geom_delaunay_segment2
ggforce,geom,geom_delaunay_tile
ggforce,geom,geom_diagonal
ggforce,geom,geom_diagonal0
ggforce,geom,geom_diagonal2
ggforce,geom,geom_diagonal_wide
ggforce,geom,geom_ellipse
ggforce,geom,geom_link
ggforce,geom,geom_link0
ggforce,geom,geom_link2
ggforce,geom,geom_mark_circle
ggforce,geom,geom_mark_ellipse
ggforce,geom,geom_mark_hull
ggforce,geom,geom_mark_rect
ggforce,geom,geom_parallel_sets
ggforce,geom,geom_parallel_sets_axes
ggforce,geom,geom_parallel_sets_labels
ggforce,geom,geom_regon
ggforce,geom,geom_shape
ggforce,geom,geom_sina
ggforce,geom,geom_spiro
ggforce,geom,geom_voronoi_segment
ggforce,geom,geom_voronoi_tile
ggforce,stat,stat_arc
ggforce,stat,stat_arc0
ggforce,stat,stat_arc2
ggforce,stat,stat_arc_bar
ggforce,stat,stat_bezier
ggforce,stat,stat_bezier0
ggforce,stat,stat_bezier2
ggforce,stat,stat_bspline
ggforce,stat,stat_bspline0
ggforce,stat,stat_bspline2
ggforce,stat,stat_bspline_closed
ggforce,stat,stat_circle
ggforce,stat,stat_delvor_summary
ggforce,stat,stat_diagonal
ggforce,stat,stat_diagonal0
ggforce,stat,stat_diagonal2
ggforce,stat,stat_diagonal_wide
ggforce,stat,stat_ellip
ggforce,stat,stat_err
ggforce,stat,stat_link
ggforce,stat,stat_link2
ggforce,stat,stat_parallel_sets
ggforce,stat,stat_parallel_sets_axes
ggforce,stat,stat_pie
ggforce,stat,stat_regon
ggforce,stat,stat_sina
ggforce,stat,stat_spiro
ggforce,scale,scale_depth
ggforce,scale,scale_depth_continuous
ggforce,scale,scale_depth_discrete
ggforce,scale,scale_x_unit
ggforce,scale,scale_y_unit
ggforce,facet,facet_col
ggforce,facet,facet_grid_paginate
ggforce,facet,facet_matrix
ggforce,facet,facet_row
ggforce,facet,facet_stereo
ggforce,facet,facet_wrap_paginate
ggforce,facet,facet_zoom
ggforce,theme,theme_no_axes
ggforce,position,position_auto
ggforce,position,position_jitternormal
ggformula,geom,geom_ash
ggformula,geom,geom_lm
ggformula,geom,geom_spline
ggformula,stat,stat_ash
ggformula,stat,stat_fitdistr
ggformula,stat,stat_lm
ggformula,stat,stat_qqline
ggformula,stat,stat_spline
ggformula,theme,theme_facets_interactive
ggfoundry,geom,geom_casting
ggfun,geom,geom_cake
ggfun,geom,geom_scatter_rect
ggfun,geom,geom_segment_c
ggfun,geom,geom_triangle
ggfun,geom,geom_volpoint
ggfun,geom,geom_xspline
ggfun,facet,facet_set
ggfun,theme,theme_blinds
ggfun,theme,theme_fp
ggfun,theme,theme_no_margin
ggfun,theme,theme_noaxis
ggfun,theme,theme_nothing
ggfun,theme,theme_noxaxis
ggfun,theme,theme_noyaxis
ggfun,theme,theme_stamp
ggfun,theme,theme_transparent
gggda,geom,geom_axis
gggda,geom,geom_bagplot
gggda,geom,geom_isoline
gggda,geom,geom_lineranges
gggda,geom,geom_pointranges
gggda,geom,geom_rule
gggda,geom,geom_text_radiate
gggda,geom,geom_vector
gggda,stat,stat_bagplot
gggda,stat,stat_center
gggda,stat,stat_chull
gggda,stat,stat_cone
gggda,stat,stat_depth
gggda,stat,stat_depth_filled
gggda,stat,stat_peel
gggda,stat,stat_referent
gggda,stat,stat_rule
gggda,stat,stat_scale
gggda,stat,stat_spantree
gggda,stat,stat_star
gggda,coord,coord_rect
gggda,coord,coord_square
gggenes,geom,geom_feature
gggenes,geom,geom_feature_label
gggenes,geom,geom_gene_arrow
gggenes,geom,geom_gene_label
gggenes,geom,geom_subgene_arrow
gggenes,geom,geom_subgene_label
gggenes,geom,geom_terminator
gggenes,geom,geom_terminator_label
gggenes,theme,theme_genes
gggenes,theme,theme_genes_flipped
gggenomes,geom,geom_bin_label
gggenomes,geom,geom_coverage
gggenomes,geom,geom_feat
gggenomes,geom,geom_feat_label
gggenomes,geom,geom_feat_note
gggenomes,geom,geom_feat_tag
gggenomes,geom,geom_feat_text
gggenomes,geom,geom_gene
gggenomes,geom,geom_gene_label
gggenomes,geom,geom_gene_note
gggenomes,geom,geom_gene_tag
gggenomes,geom,geom_gene_text
gggenomes,geom,geom_link
gggenomes,geom,geom_link_curved
gggenomes,geom,geom_link_label
gggenomes,geom,geom_link_line
gggenomes,geom,geom_seq
gggenomes,geom,geom_seq_break
gggenomes,geom,geom_seq_label
gggenomes,geom,geom_variant
gggenomes,geom,geom_wiggle
gggenomes,scale,scale_color_variant
gggenomes,scale,scale_shape_variant
gggenomes,scale,scale_x_bp
gggenomes,theme,theme_gggenomes_clean
gggenomes,position,position_pile
gggenomes,position,position_sixframe
gggenomes,position,position_strand
gggenomes,position,position_strandpile
gggenomes,position,position_variant
gggibbous,geom,geom_moon
ggh4x,geom,geom_box
ggh4x,geom,geom_outline_point
ggh4x,geom,geom_pointpath
ggh4x,geom,geom_polygonraster
ggh4x,geom,geom_rectmargin
ggh4x,geom,geom_text_aimed
ggh4x,geom,geom_tilemargin
ggh4x,stat,stat_centroid
ggh4x,stat,stat_difference
ggh4x,stat,stat_funxy
ggh4x,stat,stat_midpoint
ggh4x,stat,stat_rle
ggh4x,stat,stat_rollingkernel
ggh4x,stat,stat_theodensity
ggh4x,scale,scale_colour_multi
ggh4x,scale,scale_fill_multi
ggh4x,scale,scale_listed
ggh4x,scale,scale_x_dendrogram
ggh4x,scale,scale_x_facet
ggh4x,scale,scale_x_manual
ggh4x,scale,scale_y_dendrogram
ggh4x,scale,scale_y_facet
ggh4x,scale,scale_y_manual
ggh4x,coord,coord_axes_inside
ggh4x,facet,facet_grid2
ggh4x,facet,facet_manual
ggh4x,facet,facet_nested
ggh4x,facet,facet_nested_wrap
ggh4x,facet,facet_wrap2
ggh4x,position,position_disjoint_ranges
ggh4x,position,position_lineartrans
ggh4x,guide,guide_axis_color
ggh4x,guide,guide_axis_colour
ggh4x,guide,guide_axis_manual
ggh4x,guide,guide_axis_minor
ggh4x,guide,guide_axis_nested
ggh4x,guide,guide_axis_scalebar
ggh4x,guide,guide_axis_truncated
ggh4x,guide,guide_dendro
ggh4x,guide,guide_stringlegend
gghdx,geom,geom_label_hdx
gghdx,geom,geom_text_hdx
gghdx,scale,scale_color_gradient2_hdx
gghdx,scale,scale_color_gradient_hdx
gghdx,scale,scale_color_gradient_hdx_mint
gghdx,scale,scale_color_gradient_hdx_sapphire
gghdx,scale,scale_color_gradient_hdx_tomato
gghdx,scale,scale_color_hdx_discrete
gghdx,scale,scale_color_hdx_gray
gghdx,scale,scale_color_hdx_grey
gghdx,scale,scale_color_hdx_mint
gghdx,scale,scale_color_hdx_sapphire
gghdx,scale,scale_color_hdx_tomato
gghdx,scale,scale_colour_gradient2_hdx
gghdx,scale,scale_colour_gradient_hdx
gghdx,scale,scale_colour_gradient_hdx_mint
gghdx,scale,scale_colour_gradient_hdx_sapphire
gghdx,scale,scale_colour_gradient_hdx_tomato
gghdx,scale,scale_colour_hdx_discrete
gghdx,scale,scale_colour_hdx_gray
gghdx,scale,scale_colour_hdx_grey
gghdx,scale,scale_colour_hdx_mint
gghdx,scale,scale_colour_hdx_sapphire
gghdx,scale,scale_colour_hdx_tomato
gghdx,scale,scale_fill_gradient2_hdx
gghdx,scale,scale_fill_gradient_hdx
gghdx,scale,scale_fill_gradient_hdx_mint
gghdx,scale,scale_fill_gradient_hdx_sapphire
gghdx,scale,scale_fill_gradient_hdx_tomato
gghdx,scale,scale_fill_hdx_discrete
gghdx,scale,scale_fill_hdx_gray
gghdx,scale,scale_fill_hdx_grey
gghdx,scale,scale_fill_hdx_mint
gghdx,scale,scale_fill_hdx_sapphire
gghdx,scale,scale_fill_hdx_tomato
gghdx,scale,scale_y_continuous_hdx
gghdx,scale,scale_y_log10_hdx
gghdx,scale,scale_y_reverse_hdx
gghdx,scale,scale_y_sqrt_hdx
gghdx,theme,theme_hdx
gghexsize,geom,geom_hextile
gghexsize,stat,stat_summary_hextile
gghexsize,scale,scale_size_binned_tile
gghexsize,scale,scale_size_tile
ggHoriPlot,geom,geom_horizon
ggHoriPlot,stat,stat_horizon
ggHoriPlot,scale,scale_fill_hcl
gghourglass,geom,geom_hourglass
gghourglass,stat,stat_hourglass
gghourglass,coord,coord_hourglass
ggimage,geom,geom_bgimage
ggimage,geom,geom_emoji
ggimage,geom,geom_flag
ggimage,geom,geom_icon
ggimage,geom,geom_image
ggimage,geom,geom_image_interactive
ggimage,geom,geom_phylopic
ggimage,geom,geom_phylopic_interactive
ggimage,geom,geom_pokemon
ggimage,geom,geom_subview
ggimage,geom,geom_worldcup2018
ggimage,theme,theme_nothing
ggimage,theme,theme_transparent
ggimg,geom,geom_point_img
ggimg,geom,geom_rect_img
ggincerta,geom,geom_sf_glyph
ggincerta,geom,geom_sf_pixel
ggincerta,scale,scale_color_bivariate
ggincerta,scale,scale_colour_bivariate
ggincerta,scale,scale_colour_exceed
ggincerta,scale,scale_fill_bivariate
ggincerta,scale,scale_fill_exceed
gginnards,geom,geom_debug
gginnards,geom,geom_debug_group
gginnards,geom,geom_debug_panel
gginnards,geom,geom_null
gginnards,stat,stat_debug_group
gginnards,stat,stat_debug_panel
ggip,geom,geom_hilbert_outline
ggip,stat,stat_summary_address
ggip,coord,coord_ip
ggip,theme,theme_ip_dark
ggip,theme,theme_ip_light
ggiraph,geom,geom_abline_interactive
ggiraph,geom,geom_area_interactive
ggiraph,geom,geom_bar_interactive
ggiraph,geom,geom_bin2d_interactive
ggiraph,geom,geom_bin_2d_interactive
ggiraph,geom,geom_boxplot_interactive
ggiraph,geom,geom_col_interactive
ggiraph,geom,geom_contour_filled_interactive
ggiraph,geom,geom_contour_interactive
ggiraph,geom,geom_count_interactive
ggiraph,geom,geom_crossbar_interactive
ggiraph,geom,geom_curve_interactive
ggiraph,geom,geom_density2d_filled_interactive
ggiraph,geom,geom_density2d_interactive
ggiraph,geom,geom_density_2d_filled_interactive
ggiraph,geom,geom_density_2d_interactive
ggiraph,geom,geom_density_interactive
ggiraph,geom,geom_dotplot_interactive
ggiraph,geom,geom_errorbar_interactive
ggiraph,geom,geom_errorbarh_interactive
ggiraph,geom,geom_freqpoly_interactive
ggiraph,geom,geom_hex_interactive
ggiraph,geom,geom_histogram_interactive
ggiraph,geom,geom_hline_interactive
ggiraph,geom,geom_jitter_interactive
ggiraph,geom,geom_label_interactive
ggiraph,geom,geom_label_repel_interactive
ggiraph,geom,geom_line_interactive
ggiraph,geom,geom_linerange_interactive
ggiraph,geom,geom_map_interactive
ggiraph,geom,geom_path_interactive
ggiraph,geom,geom_point_interactive
ggiraph,geom,geom_pointrange_interactive
ggiraph,geom,geom_polygon_interactive
ggiraph,geom,geom_quantile_interactive
ggiraph,geom,geom_quasirandom_interactive
ggiraph,geom,geom_raster_interactive
ggiraph,geom,geom_rect_interactive
ggiraph,geom,geom_ribbon_interactive
ggiraph,geom,geom_segment_interactive
ggiraph,geom,geom_sf_interactive
ggiraph,geom,geom_sf_label_interactive
ggiraph,geom,geom_sf_text_interactive
ggiraph,geom,geom_smooth_interactive
ggiraph,geom,geom_spoke_interactive
ggiraph,geom,geom_step_interactive
ggiraph,geom,geom_text_interactive
ggiraph,geom,geom_text_repel_interactive
ggiraph,geom,geom_tile_interactive
ggiraph,geom,geom_violin_interactive
ggiraph,geom,geom_vline_interactive
ggiraph,scale,scale_alpha_binned_interactive
ggiraph,scale,scale_alpha_continuous_interactive
ggiraph,scale,scale_alpha_date_interactive
ggiraph,scale,scale_alpha_datetime_interactive
ggiraph,scale,scale_alpha_discrete_interactive
ggiraph,scale,scale_alpha_interactive
ggiraph,scale,scale_alpha_manual_interactive
ggiraph,scale,scale_alpha_ordinal_interactive
ggiraph,scale,scale_color_binned_interactive
ggiraph,scale,scale_color_brewer_interactive
ggiraph,scale,scale_color_continuous_interactive
ggiraph,scale,scale_color_date_interactive
ggiraph,scale,scale_color_datetime_interactive
ggiraph,scale,scale_color_discrete_interactive
ggiraph,scale,scale_color_distiller_interactive
ggiraph,scale,scale_color_fermenter_interactive
ggiraph,scale,scale_color_gradient2_interactive
ggiraph,scale,scale_color_gradient_interactive
ggiraph,scale,scale_color_gradientn_interactive
ggiraph,scale,scale_color_grey_interactive
ggiraph,scale,scale_color_hue_interactive
ggiraph,scale,scale_color_manual_interactive
ggiraph,scale,scale_color_ordinal_interactive
ggiraph,scale,scale_color_steps2_interactive
ggiraph,scale,scale_color_steps_interactive
ggiraph,scale,scale_color_stepsn_interactive
ggiraph,scale,scale_color_viridis_b_interactive
ggiraph,scale,scale_color_viridis_c_interactive
ggiraph,scale,scale_color_viridis_d_interactive
ggiraph,scale,scale_colour_binned_interactive
ggiraph,scale,scale_colour_brewer_interactive
ggiraph,scale,scale_colour_continuous_interactive
ggiraph,scale,scale_colour_date_interactive
ggiraph,scale,scale_colour_datetime_interactive
ggiraph,scale,scale_colour_discrete_interactive
ggiraph,scale,scale_colour_distiller_interactive
ggiraph,scale,scale_colour_fermenter_interactive
ggiraph,scale,scale_colour_gradient2_interactive
ggiraph,scale,scale_colour_gradient_interactive
ggiraph,scale,scale_colour_gradientn_interactive
ggiraph,scale,scale_colour_grey_interactive
ggiraph,scale,scale_colour_hue_interactive
ggiraph,scale,scale_colour_manual_interactive
ggiraph,scale,scale_colour_ordinal_interactive
ggiraph,scale,scale_colour_steps2_interactive
ggiraph,scale,scale_colour_steps_interactive
ggiraph,scale,scale_colour_stepsn_interactive
ggiraph,scale,scale_colour_viridis_b_interactive
ggiraph,scale,scale_colour_viridis_c_interactive
ggiraph,scale,scale_colour_viridis_d_interactive
ggiraph,scale,scale_discrete_manual_interactive
ggiraph,scale,scale_fill_binned_interactive
ggiraph,scale,scale_fill_brewer_interactive
ggiraph,scale,scale_fill_continuous_interactive
ggiraph,scale,scale_fill_date_interactive
ggiraph,scale,scale_fill_datetime_interactive
ggiraph,scale,scale_fill_discrete_interactive
ggiraph,scale,scale_fill_distiller_interactive
ggiraph,scale,scale_fill_fermenter_interactive
ggiraph,scale,scale_fill_gradient2_interactive
ggiraph,scale,scale_fill_gradient_interactive
ggiraph,scale,scale_fill_gradientn_interactive
ggiraph,scale,scale_fill_grey_interactive
ggiraph,scale,scale_fill_hue_interactive
ggiraph,scale,scale_fill_manual_interactive
ggiraph,scale,scale_fill_ordinal_interactive
ggiraph,scale,scale_fill_steps2_interactive
ggiraph,scale,scale_fill_steps_interactive
ggiraph,scale,scale_fill_stepsn_interactive
ggiraph,scale,scale_fill_viridis_b_interactive
ggiraph,scale,scale_fill_viridis_c_interactive
ggiraph,scale,scale_fill_viridis_d_interactive
ggiraph,scale,scale_linetype_binned_interactive
ggiraph,scale,scale_linetype_continuous_interactive
ggiraph,scale,scale_linetype_discrete_interactive
ggiraph,scale,scale_linetype_interactive
ggiraph,scale,scale_linetype_manual_interactive
ggiraph,scale,scale_radius_interactive
ggiraph,scale,scale_shape_binned_interactive
ggiraph,scale,scale_shape_continuous_interactive
ggiraph,scale,scale_shape_discrete_interactive
ggiraph,scale,scale_shape_interactive
ggiraph,scale,scale_shape_manual_interactive
ggiraph,scale,scale_shape_ordinal_interactive
ggiraph,scale,scale_size_area_interactive
ggiraph,scale,scale_size_binned_area_interactive
ggiraph,scale,scale_size_binned_interactive
ggiraph,scale,scale_size_continuous_interactive
ggiraph,scale,scale_size_date_interactive
ggiraph,scale,scale_size_datetime_interactive
ggiraph,scale,scale_size_discrete_interactive
ggiraph,scale,scale_size_interactive
ggiraph,scale,scale_size_manual_interactive
ggiraph,scale,scale_size_ordinal_interactive
ggiraph,facet,facet_grid_interactive
ggiraph,facet,facet_wrap_interactive
ggiraph,guide,guide_bins_interactive
ggiraph,guide,guide_colorbar_interactive
ggiraph,guide,guide_colorsteps_interactive
ggiraph,guide,guide_colourbar_interactive
ggiraph,guide,guide_coloursteps_interactive
ggiraph,guide,guide_legend_interactive
ggiraphExtra,coord,coord_radar
ggiraphExtra,theme,theme_clean
ggiraphExtra,theme,theme_clean2
ggisotonic,stat,stat_isotonic
gglgbtq,scale,scale_color_lgbtq
gglgbtq,scale,scale_colour_lgbtq
gglgbtq,scale,scale_fill_lgbtq
gglgbtq,theme,theme_lgbtq
gglinedensity,stat,stat_line_density
gglinedensity,stat,stat_path_density
gglm,stat,stat_cooks_leverage
gglm,stat,stat_cooks_obs
gglm,stat,stat_fitted_resid
gglm,stat,stat_normal_qq
gglm,stat,stat_resid_hist
gglm,stat,stat_resid_leverage
gglm,stat,stat_scale_location
gglorenz,stat,stat_lorenz
gglorenz,stat,stat_lorenz_generalized
gglyph,geom,geom_glyph
ggmap,geom,geom_leg
ggmap,theme,theme_inset
ggmap,theme,theme_nothing
ggmapcn,geom,geom_boundary_cn
ggmapcn,geom,geom_buffer_cn
ggmapcn,geom,geom_loc
ggmapcn,geom,geom_mapcn
ggmapcn,geom,geom_world
ggmapcn,coord,coord_proj
ggmapinset,geom,geom_inset_frame
ggmapinset,geom,geom_sf_inset
ggmapinset,geom,geom_sf_label_inset
ggmapinset,geom,geom_sf_text_inset
ggmapinset,stat,stat_sf_coordinates_inset
ggmapinset,stat,stat_sf_inset
ggmapinset,coord,coord_sf_inset
ggmulti,geom,geom_bar_
ggmulti,geom,geom_density_
ggmulti,geom,geom_hist_
ggmulti,geom,geom_histogram_
ggmulti,geom,geom_image_glyph
ggmulti,geom,geom_polygon_glyph
ggmulti,geom,geom_quantiles
ggmulti,geom,geom_serialaxes
ggmulti,geom,geom_serialaxes_density
ggmulti,geom,geom_serialaxes_glyph
ggmulti,geom,geom_serialaxes_hist
ggmulti,geom,geom_serialaxes_quantile
ggmulti,stat,stat_bin_
ggmulti,stat,stat_count_
ggmulti,stat,stat_density_
ggmulti,stat,stat_dotProduct
ggmulti,stat,stat_hist_
ggmulti,stat,stat_serialaxes
ggmulti,stat,stat_serialaxes_density
ggmulti,stat,stat_serialaxes_hist
ggmulti,stat,stat_serialaxes_quantile
ggmulti,coord,coord_radar
ggmulti,coord,coord_radial
ggmulti,coord,coord_serialaxes
ggmulti,position,position_dodge2_
ggmulti,position,position_dodge_
ggmulti,position,position_fill_
ggmulti,position,position_identity_
ggmulti,position,position_stack_
ggnetwork,geom,geom_edgelabel
ggnetwork,geom,geom_edgelabel_repel
ggnetwork,geom,geom_edges
ggnetwork,geom,geom_edgetext
ggnetwork,geom,geom_edgetext_repel
ggnetwork,geom,geom_nodelabel
ggnetwork,geom,geom_nodelabel_repel
ggnetwork,geom,geom_nodes
ggnetwork,geom,geom_nodetext
ggnetwork,geom,geom_nodetext_repel
ggnetwork,theme,theme_blank
ggnetwork,theme,theme_facet
ggnormalviolin,geom,geom_normalviolin
ggnuplot,scale,scale_color_gnuplot
ggnuplot,scale,scale_colour_gnuplot
ggnuplot,scale,scale_fill_gnuplot
ggnuplot,scale,scale_x_gnuplot
ggnuplot,scale,scale_y_gnuplot
ggnuplot,theme,theme_gnuplot
ggOceanMaps,theme,theme_map
ggokabeito,scale,scale_color_okabe_ito
ggokabeito,scale,scale_colour_okabe_ito
ggokabeito,scale,scale_edge_color_okabe_ito
ggokabeito,scale,scale_edge_colour_okabe_ito
ggokabeito,scale,scale_fill_okabe_ito
ggokabeito,scale,scale_okabe_ito
ggordiplots,scale,scale_arrow
ggparty,geom,geom_edge
ggparty,geom,geom_edge_label
ggparty,geom,geom_node_info
ggparty,geom,geom_node_label
ggparty,geom,geom_node_plot
ggparty,geom,geom_node_splitvar
ggpath,geom,geom_from_path
ggpath,geom,geom_mean_lines
ggpath,geom,geom_median_lines
ggpattern,geom,geom_area_pattern
ggpattern,geom,geom_bar_pattern
ggpattern,geom,geom_bin2d_pattern
ggpattern,geom,geom_bin_2d_pattern
ggpattern,geom,geom_boxplot_pattern
ggpattern,geom,geom_col_pattern
ggpattern,geom,geom_crossbar_pattern
ggpattern,geom,geom_density_pattern
ggpattern,geom,geom_histogram_pattern
ggpattern,geom,geom_map_pattern
ggpattern,geom,geom_polygon_pattern
ggpattern,geom,geom_rect_pattern
ggpattern,geom,geom_ribbon_pattern
ggpattern,geom,geom_sf_pattern
ggpattern,geom,geom_tile_pattern
ggpattern,geom,geom_violin_pattern
ggpattern,scale,scale_pattern_alpha
ggpattern,scale,scale_pattern_alpha_continuous
ggpattern,scale,scale_pattern_alpha_discrete
ggpattern,scale,scale_pattern_alpha_identity
ggpattern,scale,scale_pattern_alpha_manual
ggpattern,scale,scale_pattern_alpha_ordinal
ggpattern,scale,scale_pattern_angle_continuous
ggpattern,scale,scale_pattern_angle_discrete
ggpattern,scale,scale_pattern_angle_identity
ggpattern,scale,scale_pattern_angle_manual
ggpattern,scale,scale_pattern_aspect_ratio_continuous
ggpattern,scale,scale_pattern_aspect_ratio_discrete
ggpattern,scale,scale_pattern_aspect_ratio_identity
ggpattern,scale,scale_pattern_aspect_ratio_manual
ggpattern,scale,scale_pattern_color_brewer
ggpattern,scale,scale_pattern_color_continuous
ggpattern,scale,scale_pattern_color_discrete
ggpattern,scale,scale_pattern_color_distiller
ggpattern,scale,scale_pattern_color_gradient
ggpattern,scale,scale_pattern_color_gradient2
ggpattern,scale,scale_pattern_color_gradientn
ggpattern,scale,scale_pattern_color_grey
ggpattern,scale,scale_pattern_color_hue
ggpattern,scale,scale_pattern_color_identity
ggpattern,scale,scale_pattern_color_manual
ggpattern,scale,scale_pattern_color_ordinal
ggpattern,scale,scale_pattern_color_viridis_c
ggpattern,scale,scale_pattern_color_viridis_d
ggpattern,scale,scale_pattern_colour_brewer
ggpattern,scale,scale_pattern_colour_continuous
ggpattern,scale,scale_pattern_colour_discrete
ggpattern,scale,scale_pattern_colour_distiller
ggpattern,scale,scale_pattern_colour_gradient
ggpattern,scale,scale_pattern_colour_gradient2
ggpattern,scale,scale_pattern_colour_gradientn
ggpattern,scale,scale_pattern_colour_grey
ggpattern,scale,scale_pattern_colour_hue
ggpattern,scale,scale_pattern_colour_identity
ggpattern,scale,scale_pattern_colour_manual
ggpattern,scale,scale_pattern_colour_ordinal
ggpattern,scale,scale_pattern_colour_viridis_c
ggpattern,scale,scale_pattern_colour_viridis_d
ggpattern,scale,scale_pattern_continuous
ggpattern,scale,scale_pattern_density_continuous
ggpattern,scale,scale_pattern_density_discrete
ggpattern,scale,scale_pattern_density_identity
ggpattern,scale,scale_pattern_density_manual
ggpattern,scale,scale_pattern_discrete
ggpattern,scale,scale_pattern_filename_continuous
ggpattern,scale,scale_pattern_filename_discrete
ggpattern,scale,scale_pattern_filename_identity
ggpattern,scale,scale_pattern_filename_manual
ggpattern,scale,scale_pattern_fill2_brewer
ggpattern,scale,scale_pattern_fill2_continuous
ggpattern,scale,scale_pattern_fill2_discrete
ggpattern,scale,scale_pattern_fill2_distiller
ggpattern,scale,scale_pattern_fill2_gradient
ggpattern,scale,scale_pattern_fill2_gradient2
ggpattern,scale,scale_pattern_fill2_gradientn
ggpattern,scale,scale_pattern_fill2_grey
ggpattern,scale,scale_pattern_fill2_hue
ggpattern,scale,scale_pattern_fill2_identity
ggpattern,scale,scale_pattern_fill2_manual
ggpattern,scale,scale_pattern_fill2_ordinal
ggpattern,scale,scale_pattern_fill2_viridis_c
ggpattern,scale,scale_pattern_fill2_viridis_d
ggpattern,scale,scale_pattern_fill_brewer
ggpattern,scale,scale_pattern_fill_continuous
ggpattern,scale,scale_pattern_fill_discrete
ggpattern,scale,scale_pattern_fill_distiller
ggpattern,scale,scale_pattern_fill_gradient
ggpattern,scale,scale_pattern_fill_gradient2
ggpattern,scale,scale_pattern_fill_gradientn
ggpattern,scale,scale_pattern_fill_grey
ggpattern,scale,scale_pattern_fill_hue
ggpattern,scale,scale_pattern_fill_identity
ggpattern,scale,scale_pattern_fill_manual
ggpattern,scale,scale_pattern_fill_ordinal
ggpattern,scale,scale_pattern_fill_viridis_c
ggpattern,scale,scale_pattern_fill_viridis_d
ggpattern,scale,scale_pattern_filter_continuous
ggpattern,scale,scale_pattern_filter_discrete
ggpattern,scale,scale_pattern_filter_identity
ggpattern,scale,scale_pattern_filter_manual
ggpattern,scale,scale_pattern_frequency_continuous
ggpattern,scale,scale_pattern_frequency_discrete
ggpattern,scale,scale_pattern_frequency_identity
ggpattern,scale,scale_pattern_frequency_manual
ggpattern,scale,scale_pattern_gravity_continuous
ggpattern,scale,scale_pattern_gravity_discrete
ggpattern,scale,scale_pattern_gravity_identity
ggpattern,scale,scale_pattern_gravity_manual
ggpattern,scale,scale_pattern_grid_continuous
ggpattern,scale,scale_pattern_grid_discrete
ggpattern,scale,scale_pattern_grid_identity
ggpattern,scale,scale_pattern_grid_manual
ggpattern,scale,scale_pattern_identity
ggpattern,scale,scale_pattern_key_scale_factor_continuous
ggpattern,scale,scale_pattern_key_scale_factor_discrete
ggpattern,scale,scale_pattern_key_scale_factor_identity
ggpattern,scale,scale_pattern_key_scale_factor_manual
ggpattern,scale,scale_pattern_linetype
ggpattern,scale,scale_pattern_linetype_continuous
ggpattern,scale,scale_pattern_linetype_discrete
ggpattern,scale,scale_pattern_linetype_identity
ggpattern,scale,scale_pattern_linetype_manual
ggpattern,scale,scale_pattern_manual
ggpattern,scale,scale_pattern_orientation_continuous
ggpattern,scale,scale_pattern_orientation_discrete
ggpattern,scale,scale_pattern_orientation_identity
ggpattern,scale,scale_pattern_orientation_manual
ggpattern,scale,scale_pattern_phase_continuous
ggpattern,scale,scale_pattern_phase_discrete
ggpattern,scale,scale_pattern_phase_identity
ggpattern,scale,scale_pattern_phase_manual
ggpattern,scale,scale_pattern_res_continuous
ggpattern,scale,scale_pattern_res_discrete
ggpattern,scale,scale_pattern_res_identity
ggpattern,scale,scale_pattern_res_manual
ggpattern,scale,scale_pattern_rot_continuous
ggpattern,scale,scale_pattern_rot_discrete
ggpattern,scale,scale_pattern_rot_identity
ggpattern,scale,scale_pattern_rot_manual
ggpattern,scale,scale_pattern_scale_continuous
ggpattern,scale,scale_pattern_scale_discrete
ggpattern,scale,scale_pattern_scale_identity
ggpattern,scale,scale_pattern_scale_manual
ggpattern,scale,scale_pattern_shape
ggpattern,scale,scale_pattern_shape_continuous
ggpattern,scale,scale_pattern_shape_discrete
ggpattern,scale,scale_pattern_shape_identity
ggpattern,scale,scale_pattern_shape_manual
ggpattern,scale,scale_pattern_shape_ordinal
ggpattern,scale,scale_pattern_size
ggpattern,scale,scale_pattern_size_continuous
ggpattern,scale,scale_pattern_size_discrete
ggpattern,scale,scale_pattern_size_identity
ggpattern,scale,scale_pattern_size_manual
ggpattern,scale,scale_pattern_size_ordinal
ggpattern,scale,scale_pattern_spacing_continuous
