package,component,fname,dep_type
gghourglass,geom,geom_hourglass,imports or depends
gghourglass,stat,stat_hourglass,imports or depends
gghourglass,coord,coord_hourglass,imports or depends
ggimage,geom,geom_bgimage,imports or depends
ggimage,geom,geom_emoji,imports or depends
ggimage,geom,geom_flag,imports or depends
ggimage,geom,geom_icon,imports or depends
ggimage,geom,geom_image,imports or depends
ggimage,geom,geom_image_interactive,imports or depends
ggimage,geom,geom_phylopic,imports or depends
ggimage,geom,geom_phylopic_interactive,imports or depends
ggimage,geom,geom_pokemon,imports or depends
ggimage,geom,geom_subview,imports or depends
ggimage,geom,geom_worldcup2018,imports or depends
ggimage,theme,theme_nothing,imports or depends
ggimage,theme,theme_transparent,imports or depends
ggimg,geom,geom_point_img,imports or depends
ggimg,geom,geom_rect_img,imports or depends
ggincerta,geom,geom_sf_glyph,imports or depends
ggincerta,geom,geom_sf_pixel,imports or depends
ggincerta,scale,scale_color_bivariate,imports or depends
ggincerta,scale,scale_colour_bivariate,imports or depends
ggincerta,scale,scale_colour_exceed,imports or depends
ggincerta,scale,scale_fill_bivariate,imports or depends
ggincerta,scale,scale_fill_exceed,imports or depends
gginnards,geom,geom_debug,imports or depends
gginnards,geom,geom_debug_group,imports or depends
gginnards,geom,geom_debug_panel,imports or depends
gginnards,geom,geom_null,imports or depends
gginnards,stat,stat_debug_group,imports or depends
gginnards,stat,stat_debug_panel,imports or depends
ggip,geom,geom_hilbert_outline,imports or depends
ggip,stat,stat_summary_address,imports or depends
ggip,coord,coord_ip,imports or depends
ggip,theme,theme_ip_dark,imports or depends
ggip,theme,theme_ip_light,imports or depends
ggiraph,geom,geom_abline_interactive,imports or depends
ggiraph,geom,geom_area_interactive,imports or depends
ggiraph,geom,geom_bar_interactive,imports or depends
ggiraph,geom,geom_bin2d_interactive,imports or depends
ggiraph,geom,geom_bin_2d_interactive,imports or depends
ggiraph,geom,geom_boxplot_interactive,imports or depends
ggiraph,geom,geom_col_interactive,imports or depends
ggiraph,geom,geom_contour_filled_interactive,imports or depends
ggiraph,geom,geom_contour_interactive,imports or depends
ggiraph,geom,geom_count_interactive,imports or depends
ggiraph,geom,geom_crossbar_interactive,imports or depends
ggiraph,geom,geom_curve_interactive,imports or depends
ggiraph,geom,geom_density2d_filled_interactive,imports or depends
ggiraph,geom,geom_density2d_interactive,imports or depends
ggiraph,geom,geom_density_2d_filled_interactive,imports or depends
ggiraph,geom,geom_density_2d_interactive,imports or depends
ggiraph,geom,geom_density_interactive,imports or depends
ggiraph,geom,geom_dotplot_interactive,imports or depends
ggiraph,geom,geom_errorbar_interactive,imports or depends
ggiraph,geom,geom_errorbarh_interactive,imports or depends
ggiraph,geom,geom_freqpoly_interactive,imports or depends
ggiraph,geom,geom_hex_interactive,imports or depends
ggiraph,geom,geom_histogram_interactive,imports or depends
ggiraph,geom,geom_hline_interactive,imports or depends
ggiraph,geom,geom_jitter_interactive,imports or depends
ggiraph,geom,geom_label_interactive,imports or depends
ggiraph,geom,geom_label_repel_interactive,imports or depends
ggiraph,geom,geom_line_interactive,imports or depends
ggiraph,geom,geom_linerange_interactive,imports or depends
ggiraph,geom,geom_map_interactive,imports or depends
ggiraph,geom,geom_path_interactive,imports or depends
ggiraph,geom,geom_point_interactive,imports or depends
ggiraph,geom,geom_pointrange_interactive,imports or depends
ggiraph,geom,geom_polygon_interactive,imports or depends
ggiraph,geom,geom_quantile_interactive,imports or depends
ggiraph,geom,geom_quasirandom_interactive,imports or depends
ggiraph,geom,geom_raster_interactive,imports or depends
ggiraph,geom,geom_rect_interactive,imports or depends
ggiraph,geom,geom_ribbon_interactive,imports or depends
ggiraph,geom,geom_segment_interactive,imports or depends
ggiraph,geom,geom_sf_interactive,imports or depends
ggiraph,geom,geom_sf_label_interactive,imports or depends
ggiraph,geom,geom_sf_text_interactive,imports or depends
ggiraph,geom,geom_smooth_interactive,imports or depends
ggiraph,geom,geom_spoke_interactive,imports or depends
ggiraph,geom,geom_step_interactive,imports or depends
ggiraph,geom,geom_text_interactive,imports or depends
ggiraph,geom,geom_text_repel_interactive,imports or depends
ggiraph,geom,geom_tile_interactive,imports or depends
ggiraph,geom,geom_violin_interactive,imports or depends
ggiraph,geom,geom_vline_interactive,imports or depends
ggiraph,scale,scale_alpha_binned_interactive,imports or depends
ggiraph,scale,scale_alpha_continuous_interactive,imports or depends
ggiraph,scale,scale_alpha_date_interactive,imports or depends
ggiraph,scale,scale_alpha_datetime_interactive,imports or depends
ggiraph,scale,scale_alpha_discrete_interactive,imports or depends
ggiraph,scale,scale_alpha_interactive,imports or depends
ggiraph,scale,scale_alpha_manual_interactive,imports or depends
ggiraph,scale,scale_alpha_ordinal_interactive,imports or depends
ggiraph,scale,scale_color_binned_interactive,imports or depends
ggiraph,scale,scale_color_brewer_interactive,imports or depends
ggiraph,scale,scale_color_continuous_interactive,imports or depends
ggiraph,scale,scale_color_date_interactive,imports or depends
ggiraph,scale,scale_color_datetime_interactive,imports or depends
ggiraph,scale,scale_color_discrete_interactive,imports or depends
ggiraph,scale,scale_color_distiller_interactive,imports or depends
ggiraph,scale,scale_color_fermenter_interactive,imports or depends
ggiraph,scale,scale_color_gradient2_interactive,imports or depends
ggiraph,scale,scale_color_gradient_interactive,imports or depends
ggiraph,scale,scale_color_gradientn_interactive,imports or depends
ggiraph,scale,scale_color_grey_interactive,imports or depends
ggiraph,scale,scale_color_hue_interactive,imports or depends
ggiraph,scale,scale_color_manual_interactive,imports or depends
ggiraph,scale,scale_color_ordinal_interactive,imports or depends
ggiraph,scale,scale_color_steps2_interactive,imports or depends
ggiraph,scale,scale_color_steps_interactive,imports or depends
ggiraph,scale,scale_color_stepsn_interactive,imports or depends
ggiraph,scale,scale_color_viridis_b_interactive,imports or depends
ggiraph,scale,scale_color_viridis_c_interactive,imports or depends
ggiraph,scale,scale_color_viridis_d_interactive,imports or depends
ggiraph,scale,scale_colour_binned_interactive,imports or depends
ggiraph,scale,scale_colour_brewer_interactive,imports or depends
ggiraph,scale,scale_colour_continuous_interactive,imports or depends
ggiraph,scale,scale_colour_date_interactive,imports or depends
ggiraph,scale,scale_colour_datetime_interactive,imports or depends
ggiraph,scale,scale_colour_discrete_interactive,imports or depends
ggiraph,scale,scale_colour_distiller_interactive,imports or depends
ggiraph,scale,scale_colour_fermenter_interactive,imports or depends
ggiraph,scale,scale_colour_gradient2_interactive,imports or depends
ggiraph,scale,scale_colour_gradient_interactive,imports or depends
ggiraph,scale,scale_colour_gradientn_interactive,imports or depends
ggiraph,scale,scale_colour_grey_interactive,imports or depends
ggiraph,scale,scale_colour_hue_interactive,imports or depends
ggiraph,scale,scale_colour_manual_interactive,imports or depends
ggiraph,scale,scale_colour_ordinal_interactive,imports or depends
ggiraph,scale,scale_colour_steps2_interactive,imports or depends
ggiraph,scale,scale_colour_steps_interactive,imports or depends
ggiraph,scale,scale_colour_stepsn_interactive,imports or depends
ggiraph,scale,scale_colour_viridis_b_interactive,imports or depends
ggiraph,scale,scale_colour_viridis_c_interactive,imports or depends
ggiraph,scale,scale_colour_viridis_d_interactive,imports or depends
ggiraph,scale,scale_discrete_manual_interactive,imports or depends
ggiraph,scale,scale_fill_binned_interactive,imports or depends
ggiraph,scale,scale_fill_brewer_interactive,imports or depends
ggiraph,scale,scale_fill_continuous_interactive,imports or depends
ggiraph,scale,scale_fill_date_interactive,imports or depends
ggiraph,scale,scale_fill_datetime_interactive,imports or depends
ggiraph,scale,scale_fill_discrete_interactive,imports or depends
ggiraph,scale,scale_fill_distiller_interactive,imports or depends
ggiraph,scale,scale_fill_fermenter_interactive,imports or depends
ggiraph,scale,scale_fill_gradient2_interactive,imports or depends
ggiraph,scale,scale_fill_gradient_interactive,imports or depends
ggiraph,scale,scale_fill_gradientn_interactive,imports or depends
ggiraph,scale,scale_fill_grey_interactive,imports or depends
ggiraph,scale,scale_fill_hue_interactive,imports or depends
ggiraph,scale,scale_fill_manual_interactive,imports or depends
ggiraph,scale,scale_fill_ordinal_interactive,imports or depends
ggiraph,scale,scale_fill_steps2_interactive,imports or depends
ggiraph,scale,scale_fill_steps_interactive,imports or depends
ggiraph,scale,scale_fill_stepsn_interactive,imports or depends
ggiraph,scale,scale_fill_viridis_b_interactive,imports or depends
ggiraph,scale,scale_fill_viridis_c_interactive,imports or depends
ggiraph,scale,scale_fill_viridis_d_interactive,imports or depends
ggiraph,scale,scale_linetype_binned_interactive,imports or depends
ggiraph,scale,scale_linetype_continuous_interactive,imports or depends
ggiraph,scale,scale_linetype_discrete_interactive,imports or depends
ggiraph,scale,scale_linetype_interactive,imports or depends
ggiraph,scale,scale_linetype_manual_interactive,imports or depends
ggiraph,scale,scale_radius_interactive,imports or depends
ggiraph,scale,scale_shape_binned_interactive,imports or depends
ggiraph,scale,scale_shape_continuous_interactive,imports or depends
ggiraph,scale,scale_shape_discrete_interactive,imports or depends
ggiraph,scale,scale_shape_interactive,imports or depends
ggiraph,scale,scale_shape_manual_interactive,imports or depends
ggiraph,scale,scale_shape_ordinal_interactive,imports or depends
ggiraph,scale,scale_size_area_interactive,imports or depends
ggiraph,scale,scale_size_binned_area_interactive,imports or depends
ggiraph,scale,scale_size_binned_interactive,imports or depends
ggiraph,scale,scale_size_continuous_interactive,imports or depends
ggiraph,scale,scale_size_date_interactive,imports or depends
ggiraph,scale,scale_size_datetime_interactive,imports or depends
ggiraph,scale,scale_size_discrete_interactive,imports or depends
ggiraph,scale,scale_size_interactive,imports or depends
ggiraph,scale,scale_size_manual_interactive,imports or depends
ggiraph,scale,scale_size_ordinal_interactive,imports or depends
ggiraph,facet,facet_grid_interactive,imports or depends
ggiraph,facet,facet_wrap_interactive,imports or depends
ggiraph,guide,guide_bins_interactive,imports or depends
ggiraph,guide,guide_colorbar_interactive,imports or depends
ggiraph,guide,guide_colorsteps_interactive,imports or depends
ggiraph,guide,guide_colourbar_interactive,imports or depends
ggiraph,guide,guide_coloursteps_interactive,imports or depends
ggiraph,guide,guide_legend_interactive,imports or depends
ggiraphExtra,coord,coord_radar,imports or depends
ggiraphExtra,theme,theme_clean,imports or depends
ggiraphExtra,theme,theme_clean2,imports or depends
ggisotonic,stat,stat_isotonic,imports or depends
gglgbtq,scale,scale_color_lgbtq,imports or depends
gglgbtq,scale,scale_colour_lgbtq,imports or depends
gglgbtq,scale,scale_fill_lgbtq,imports or depends
gglgbtq,theme,theme_lgbtq,imports or depends
gglinedensity,stat,stat_line_density,imports or depends
gglinedensity,stat,stat_path_density,imports or depends
gglm,stat,stat_cooks_leverage,imports or depends
gglm,stat,stat_cooks_obs,imports or depends
gglm,stat,stat_fitted_resid,imports or depends
gglm,stat,stat_normal_qq,imports or depends
gglm,stat,stat_resid_hist,imports or depends
gglm,stat,stat_resid_leverage,imports or depends
gglm,stat,stat_scale_location,imports or depends
gglorenz,stat,stat_lorenz,imports or depends
gglorenz,stat,stat_lorenz_generalized,imports or depends
gglyph,geom,geom_glyph,imports or depends
ggmap,geom,geom_leg,imports or depends
ggmap,theme,theme_inset,imports or depends
ggmap,theme,theme_nothing,imports or depends
ggmapcn,geom,geom_boundary_cn,imports or depends
ggmapcn,geom,geom_buffer_cn,imports or depends
ggmapcn,geom,geom_loc,imports or depends
ggmapcn,geom,geom_mapcn,imports or depends
ggmapcn,geom,geom_world,imports or depends
ggmapcn,coord,coord_proj,imports or depends
ggmapinset,geom,geom_inset_frame,imports or depends
ggmapinset,geom,geom_sf_inset,imports or depends
ggmapinset,geom,geom_sf_label_inset,imports or depends
ggmapinset,geom,geom_sf_text_inset,imports or depends
ggmapinset,stat,stat_sf_coordinates_inset,imports or depends
ggmapinset,stat,stat_sf_inset,imports or depends
ggmapinset,coord,coord_sf_inset,imports or depends
ggmulti,geom,geom_bar_,imports or depends
ggmulti,geom,geom_density_,imports or depends
ggmulti,geom,geom_hist_,imports or depends
ggmulti,geom,geom_histogram_,imports or depends
ggmulti,geom,geom_image_glyph,imports or depends
ggmulti,geom,geom_polygon_glyph,imports or depends
ggmulti,geom,geom_quantiles,imports or depends
ggmulti,geom,geom_serialaxes,imports or depends
ggmulti,geom,geom_serialaxes_density,imports or depends
ggmulti,geom,geom_serialaxes_glyph,imports or depends
ggmulti,geom,geom_serialaxes_hist,imports or depends
ggmulti,geom,geom_serialaxes_quantile,imports or depends
ggmulti,stat,stat_bin_,imports or depends
ggmulti,stat,stat_count_,imports or depends
ggmulti,stat,stat_density_,imports or depends
ggmulti,stat,stat_dotProduct,imports or depends
ggmulti,stat,stat_hist_,imports or depends
ggmulti,stat,stat_serialaxes,imports or depends
ggmulti,stat,stat_serialaxes_density,imports or depends
ggmulti,stat,stat_serialaxes_hist,imports or depends
ggmulti,stat,stat_serialaxes_quantile,imports or depends
ggmulti,coord,coord_radar,imports or depends
ggmulti,coord,coord_radial,imports or depends
ggmulti,coord,coord_serialaxes,imports or depends
ggmulti,position,position_dodge2_,imports or depends
ggmulti,position,position_dodge_,imports or depends
ggmulti,position,position_fill_,imports or depends
ggmulti,position,position_identity_,imports or depends
ggmulti,position,position_stack_,imports or depends
ggnetwork,geom,geom_edgelabel,imports or depends
ggnetwork,geom,geom_edgelabel_repel,imports or depends
ggnetwork,geom,geom_edges,imports or depends
ggnetwork,geom,geom_edgetext,imports or depends
ggnetwork,geom,geom_edgetext_repel,imports or depends
ggnetwork,geom,geom_nodelabel,imports or depends
ggnetwork,geom,geom_nodelabel_repel,imports or depends
ggnetwork,geom,geom_nodes,imports or depends
ggnetwork,geom,geom_nodetext,imports or depends
ggnetwork,geom,geom_nodetext_repel,imports or depends
ggnetwork,theme,theme_blank,imports or depends
ggnetwork,theme,theme_facet,imports or depends
ggnormalviolin,geom,geom_normalviolin,imports or depends
ggnuplot,scale,scale_color_gnuplot,imports or depends
ggnuplot,scale,scale_colour_gnuplot,imports or depends
ggnuplot,scale,scale_fill_gnuplot,imports or depends
ggnuplot,scale,scale_x_gnuplot,imports or depends
ggnuplot,scale,scale_y_gnuplot,imports or depends
ggnuplot,theme,theme_gnuplot,imports or depends
ggOceanMaps,theme,theme_map,imports or depends
ggokabeito,scale,scale_color_okabe_ito,imports or depends
ggokabeito,scale,scale_colour_okabe_ito,imports or depends
ggokabeito,scale,scale_edge_color_okabe_ito,imports or depends
ggokabeito,scale,scale_edge_colour_okabe_ito,imports or depends
ggokabeito,scale,scale_fill_okabe_ito,imports or depends
ggokabeito,scale,scale_okabe_ito,imports or depends
ggordiplots,scale,scale_arrow,imports or depends
ggparty,geom,geom_edge,imports or depends
ggparty,geom,geom_edge_label,imports or depends
ggparty,geom,geom_node_info,imports or depends
ggparty,geom,geom_node_label,imports or depends
ggparty,geom,geom_node_plot,imports or depends
ggparty,geom,geom_node_splitvar,imports or depends
ggpath,geom,geom_from_path,imports or depends
ggpath,geom,geom_mean_lines,imports or depends
ggpath,geom,geom_median_lines,imports or depends
ggpattern,geom,geom_area_pattern,imports or depends
ggpattern,geom,geom_bar_pattern,imports or depends
ggpattern,geom,geom_bin2d_pattern,imports or depends
ggpattern,geom,geom_bin_2d_pattern,imports or depends
ggpattern,geom,geom_boxplot_pattern,imports or depends
ggpattern,geom,geom_col_pattern,imports or depends
ggpattern,geom,geom_crossbar_pattern,imports or depends
ggpattern,geom,geom_density_pattern,imports or depends
ggpattern,geom,geom_histogram_pattern,imports or depends
ggpattern,geom,geom_map_pattern,imports or depends
ggpattern,geom,geom_polygon_pattern,imports or depends
ggpattern,geom,geom_rect_pattern,imports or depends
ggpattern,geom,geom_ribbon_pattern,imports or depends
ggpattern,geom,geom_sf_pattern,imports or depends
ggpattern,geom,geom_tile_pattern,imports or depends
ggpattern,geom,geom_violin_pattern,imports or depends
ggpattern,scale,scale_pattern_alpha,imports or depends
ggpattern,scale,scale_pattern_alpha_continuous,imports or depends
ggpattern,scale,scale_pattern_alpha_discrete,imports or depends
ggpattern,scale,scale_pattern_alpha_identity,imports or depends
ggpattern,scale,scale_pattern_alpha_manual,imports or depends
ggpattern,scale,scale_pattern_alpha_ordinal,imports or depends
ggpattern,scale,scale_pattern_angle_continuous,imports or depends
ggpattern,scale,scale_pattern_angle_discrete,imports or depends
ggpattern,scale,scale_pattern_angle_identity,imports or depends
ggpattern,scale,scale_pattern_angle_manual,imports or depends
ggpattern,scale,scale_pattern_aspect_ratio_continuous,imports or depends
ggpattern,scale,scale_pattern_aspect_ratio_discrete,imports or depends
ggpattern,scale,scale_pattern_aspect_ratio_identity,imports or depends
ggpattern,scale,scale_pattern_aspect_ratio_manual,imports or depends
ggpattern,scale,scale_pattern_color_brewer,imports or depends
ggpattern,scale,scale_pattern_color_continuous,imports or depends
ggpattern,scale,scale_pattern_color_discrete,imports or depends
ggpattern,scale,scale_pattern_color_distiller,imports or depends
ggpattern,scale,scale_pattern_color_gradient,imports or depends
ggpattern,scale,scale_pattern_color_gradient2,imports or depends
ggpattern,scale,scale_pattern_color_gradientn,imports or depends
ggpattern,scale,scale_pattern_color_grey,imports or depends
ggpattern,scale,scale_pattern_color_hue,imports or depends
ggpattern,scale,scale_pattern_color_identity,imports or depends
ggpattern,scale,scale_pattern_color_manual,imports or depends
ggpattern,scale,scale_pattern_color_ordinal,imports or depends
ggpattern,scale,scale_pattern_color_viridis_c,imports or depends
ggpattern,scale,scale_pattern_color_viridis_d,imports or depends
ggpattern,scale,scale_pattern_colour_brewer,imports or depends
ggpattern,scale,scale_pattern_colour_continuous,imports or depends
ggpattern,scale,scale_pattern_colour_discrete,imports or depends
ggpattern,scale,scale_pattern_colour_distiller,imports or depends
ggpattern,scale,scale_pattern_colour_gradient,imports or depends
ggpattern,scale,scale_pattern_colour_gradient2,imports or depends
ggpattern,scale,scale_pattern_colour_gradientn,imports or depends
ggpattern,scale,scale_pattern_colour_grey,imports or depends
ggpattern,scale,scale_pattern_colour_hue,imports or depends
ggpattern,scale,scale_pattern_colour_identity,imports or depends
ggpattern,scale,scale_pattern_colour_manual,imports or depends
ggpattern,scale,scale_pattern_colour_ordinal,imports or depends
ggpattern,scale,scale_pattern_colour_viridis_c,imports or depends
ggpattern,scale,scale_pattern_colour_viridis_d,imports or depends
ggpattern,scale,scale_pattern_continuous,imports or depends
ggpattern,scale,scale_pattern_density_continuous,imports or depends
ggpattern,scale,scale_pattern_density_discrete,imports or depends
ggpattern,scale,scale_pattern_density_identity,imports or depends
ggpattern,scale,scale_pattern_density_manual,imports or depends
ggpattern,scale,scale_pattern_discrete,imports or depends
ggpattern,scale,scale_pattern_filename_continuous,imports or depends
ggpattern,scale,scale_pattern_filename_discrete,imports or depends
ggpattern,scale,scale_pattern_filename_identity,imports or depends
ggpattern,scale,scale_pattern_filename_manual,imports or depends
ggpattern,scale,scale_pattern_fill2_brewer,imports or depends
ggpattern,scale,scale_pattern_fill2_continuous,imports or depends
ggpattern,scale,scale_pattern_fill2_discrete,imports or depends
ggpattern,scale,scale_pattern_fill2_distiller,imports or depends
ggpattern,scale,scale_pattern_fill2_gradient,imports or depends
ggpattern,scale,scale_pattern_fill2_gradient2,imports or depends
ggpattern,scale,scale_pattern_fill2_gradientn,imports or depends
ggpattern,scale,scale_pattern_fill2_grey,imports or depends
ggpattern,scale,scale_pattern_fill2_hue,imports or depends
ggpattern,scale,scale_pattern_fill2_identity,imports or depends
ggpattern,scale,scale_pattern_fill2_manual,imports or depends
ggpattern,scale,scale_pattern_fill2_ordinal,imports or depends
ggpattern,scale,scale_pattern_fill2_viridis_c,imports or depends
ggpattern,scale,scale_pattern_fill2_viridis_d,imports or depends
ggpattern,scale,scale_pattern_fill_brewer,imports or depends
ggpattern,scale,scale_pattern_fill_continuous,imports or depends
ggpattern,scale,scale_pattern_fill_discrete,imports or depends
ggpattern,scale,scale_pattern_fill_distiller,imports or depends
ggpattern,scale,scale_pattern_fill_gradient,imports or depends
ggpattern,scale,scale_pattern_fill_gradient2,imports or depends
ggpattern,scale,scale_pattern_fill_gradientn,imports or depends
ggpattern,scale,scale_pattern_fill_grey,imports or depends
ggpattern,scale,scale_pattern_fill_hue,imports or depends
ggpattern,scale,scale_pattern_fill_identity,imports or depends
ggpattern,scale,scale_pattern_fill_manual,imports or depends
ggpattern,scale,scale_pattern_fill_ordinal,imports or depends
ggpattern,scale,scale_pattern_fill_viridis_c,imports or depends
ggpattern,scale,scale_pattern_fill_viridis_d,imports or depends
ggpattern,scale,scale_pattern_filter_continuous,imports or depends
ggpattern,scale,scale_pattern_filter_discrete,imports or depends
ggpattern,scale,scale_pattern_filter_identity,imports or depends
ggpattern,scale,scale_pattern_filter_manual,imports or depends
ggpattern,scale,scale_pattern_frequency_continuous,imports or depends
ggpattern,scale,scale_pattern_frequency_discrete,imports or depends
ggpattern,scale,scale_pattern_frequency_identity,imports or depends
ggpattern,scale,scale_pattern_frequency_manual,imports or depends
ggpattern,scale,scale_pattern_gravity_continuous,imports or depends
ggpattern,scale,scale_pattern_gravity_discrete,imports or depends
ggpattern,scale,scale_pattern_gravity_identity,imports or depends
ggpattern,scale,scale_pattern_gravity_manual,imports or depends
ggpattern,scale,scale_pattern_grid_continuous,imports or depends
ggpattern,scale,scale_pattern_grid_discrete,imports or depends
ggpattern,scale,scale_pattern_grid_identity,imports or depends
ggpattern,scale,scale_pattern_grid_manual,imports or depends
ggpattern,scale,scale_pattern_identity,imports or depends
ggpattern,scale,scale_pattern_key_scale_factor_continuous,imports or depends
ggpattern,scale,scale_pattern_key_scale_factor_discrete,imports or depends
ggpattern,scale,scale_pattern_key_scale_factor_identity,imports or depends
ggpattern,scale,scale_pattern_key_scale_factor_manual,imports or depends
ggpattern,scale,scale_pattern_linetype,imports or depends
ggpattern,scale,scale_pattern_linetype_continuous,imports or depends
ggpattern,scale,scale_pattern_linetype_discrete,imports or depends
ggpattern,scale,scale_pattern_linetype_identity,imports or depends
ggpattern,scale,scale_pattern_linetype_manual,imports or depends
ggpattern,scale,scale_pattern_manual,imports or depends
ggpattern,scale,scale_pattern_orientation_continuous,imports or depends
ggpattern,scale,scale_pattern_orientation_discrete,imports or depends
ggpattern,scale,scale_pattern_orientation_identity,imports or depends
ggpattern,scale,scale_pattern_orientation_manual,imports or depends
ggpattern,scale,scale_pattern_phase_continuous,imports or depends
ggpattern,scale,scale_pattern_phase_discrete,imports or depends
ggpattern,scale,scale_pattern_phase_identity,imports or depends
ggpattern,scale,scale_pattern_phase_manual,imports or depends
ggpattern,scale,scale_pattern_res_continuous,imports or depends
ggpattern,scale,scale_pattern_res_discrete,imports or depends
ggpattern,scale,scale_pattern_res_identity,imports or depends
ggpattern,scale,scale_pattern_res_manual,imports or depends
ggpattern,scale,scale_pattern_rot_continuous,imports or depends
ggpattern,scale,scale_pattern_rot_discrete,imports or depends
ggpattern,scale,scale_pattern_rot_identity,imports or depends
ggpattern,scale,scale_pattern_rot_manual,imports or depends
ggpattern,scale,scale_pattern_scale_continuous,imports or depends
ggpattern,scale,scale_pattern_scale_discrete,imports or depends
ggpattern,scale,scale_pattern_scale_identity,imports or depends
ggpattern,scale,scale_pattern_scale_manual,imports or depends
ggpattern,scale,scale_pattern_shape,imports or depends
ggpattern,scale,scale_pattern_shape_continuous,imports or depends
ggpattern,scale,scale_pattern_shape_discrete,imports or depends
ggpattern,scale,scale_pattern_shape_identity,imports or depends
ggpattern,scale,scale_pattern_shape_manual,imports or depends
ggpattern,scale,scale_pattern_shape_ordinal,imports or depends
ggpattern,scale,scale_pattern_size,imports or depends
ggpattern,scale,scale_pattern_size_continuous,imports or depends
ggpattern,scale,scale_pattern_size_discrete,imports or depends
ggpattern,scale,scale_pattern_size_identity,imports or depends
ggpattern,scale,scale_pattern_size_manual,imports or depends
ggpattern,scale,scale_pattern_size_ordinal,imports or depends
ggpattern,scale,scale_pattern_spacing_continuous,imports or depends
ggpattern,scale,scale_pattern_spacing_discrete,imports or depends
ggpattern,scale,scale_pattern_spacing_identity,imports or depends
ggpattern,scale,scale_pattern_spacing_manual,imports or depends
ggpattern,scale,scale_pattern_subtype_continuous,imports or depends
ggpattern,scale,scale_pattern_subtype_discrete,imports or depends
ggpattern,scale,scale_pattern_subtype_identity,imports or depends
ggpattern,scale,scale_pattern_subtype_manual,imports or depends
ggpattern,scale,scale_pattern_type_continuous,imports or depends
ggpattern,scale,scale_pattern_type_discrete,imports or depends
ggpattern,scale,scale_pattern_type_identity,imports or depends
ggpattern,scale,scale_pattern_type_manual,imports or depends
ggpattern,scale,scale_pattern_units_continuous,imports or depends
ggpattern,scale,scale_pattern_units_discrete,imports or depends
ggpattern,scale,scale_pattern_units_identity,imports or depends
ggpattern,scale,scale_pattern_units_manual,imports or depends
ggpattern,scale,scale_pattern_xoffset_continuous,imports or depends
ggpattern,scale,scale_pattern_xoffset_discrete,imports or depends
ggpattern,scale,scale_pattern_xoffset_identity,imports or depends
ggpattern,scale,scale_pattern_xoffset_manual,imports or depends
ggpattern,scale,scale_pattern_yoffset_continuous,imports or depends
ggpattern,scale,scale_pattern_yoffset_discrete,imports or depends
ggpattern,scale,scale_pattern_yoffset_identity,imports or depends
ggpattern,scale,scale_pattern_yoffset_manual,imports or depends
ggpcp,geom,geom_pcp,imports or depends
ggpcp,geom,geom_pcp_axes,imports or depends
ggpcp,geom,geom_pcp_boxes,imports or depends
ggpcp,geom,geom_pcp_labels,imports or depends
ggpcp,theme,theme_pcp,imports or depends
ggplayfair,geom,geom_balance_of_trade,imports or depends
ggplot.multistats,stat,stat_summaries_hex,imports or depends
ggplot2,geom,geom_abline,imports or depends
ggplot2,geom,geom_area,imports or depends
ggplot2,geom,geom_bar,imports or depends
ggplot2,geom,geom_bin2d,imports or depends
ggplot2,geom,geom_bin_2d,imports or depends
ggplot2,geom,geom_blank,imports or depends
ggplot2,geom,geom_boxplot,imports or depends
ggplot2,geom,geom_col,imports or depends
ggplot2,geom,geom_contour,imports or depends
ggplot2,geom,geom_contour_filled,imports or depends
ggplot2,geom,geom_count,imports or depends
ggplot2,geom,geom_crossbar,imports or depends
ggplot2,geom,geom_curve,imports or depends
ggplot2,geom,geom_density,imports or depends
ggplot2,geom,geom_density2d,imports or depends
ggplot2,geom,geom_density2d_filled,imports or depends
ggplot2,geom,geom_density_2d,imports or depends
ggplot2,geom,geom_density_2d_filled,imports or depends
ggplot2,geom,geom_dotplot,imports or depends
ggplot2,geom,geom_errorbar,imports or depends
ggplot2,geom,geom_errorbarh,imports or depends
ggplot2,geom,geom_freqpoly,imports or depends
ggplot2,geom,geom_function,imports or depends
ggplot2,geom,geom_hex,imports or depends
ggplot2,geom,geom_histogram,imports or depends
ggplot2,geom,geom_hline,imports or depends
ggplot2,geom,geom_jitter,imports or depends
ggplot2,geom,geom_label,imports or depends
ggplot2,geom,geom_line,imports or depends
ggplot2,geom,geom_linerange,imports or depends
ggplot2,geom,geom_map,imports or depends
ggplot2,geom,geom_path,imports or depends
ggplot2,geom,geom_point,imports or depends
ggplot2,geom,geom_pointrange,imports or depends
ggplot2,geom,geom_polygon,imports or depends
ggplot2,geom,geom_qq,imports or depends
ggplot2,geom,geom_qq_line,imports or depends
ggplot2,geom,geom_quantile,imports or depends
ggplot2,geom,geom_raster,imports or depends
ggplot2,geom,geom_rect,imports or depends
ggplot2,geom,geom_ribbon,imports or depends
ggplot2,geom,geom_rug,imports or depends
ggplot2,geom,geom_segment,imports or depends
ggplot2,geom,geom_sf,imports or depends
ggplot2,geom,geom_sf_label,imports or depends
ggplot2,geom,geom_sf_text,imports or depends
ggplot2,geom,geom_smooth,imports or depends
ggplot2,geom,geom_spoke,imports or depends
ggplot2,geom,geom_step,imports or depends
ggplot2,geom,geom_text,imports or depends
ggplot2,geom,geom_tile,imports or depends
ggplot2,geom,geom_violin,imports or depends
ggplot2,geom,geom_vline,imports or depends
ggplot2,stat,stat_align,imports or depends
ggplot2,stat,stat_bin,imports or depends
